,Name,Type,Episodes,Producers,Licensors,Studios,Source,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Unknown,Vampire,Yaoi,Yuri,Year,Seconds
8935,Netsuzou TRap,TV,12,"DMM.com, Ichijinsha, Cloud22",Unknown,Creators in Pack,Manga,R+ - Mild Nudity,9999.0,1271,113804,260,7738,57692,2782,12323,33269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017,540.0
8936,Dream Creator feat. GUMI,Music,1,Toy's Factory,Unknown,Unknown,Unknown,G - All Ages,8896.0,10312,1064,2,22,868,10,15,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,180.0
8937,Sukui Agete Kurenai ka,ONA,1,Unknown,Unknown,Unknown,Original,G - All Ages,12245.0,15118,186,0,11,103,0,11,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014,60.0
8938,Wushen Zhuzai,ONA,160,Tencent Penguin Pictures,Unknown,Ruo Hong Culture,Novel,PG-13 - Teens 13 or older,3227.0,9851,1338,12,730,0,35,81,492,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,480.0
8939,Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,OVA,1,Unknown,Unknown,Unknown,Unknown,R - 17+ (violence & profanity),3720.0,7475,3448,5,61,2022,50,76,1239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,600.0
8940,Dog Days'': Limone Resort Tenbou Onsen!,Special,1,Unknown,Unknown,Seven Arcs Pictures,Original,PG-13 - Teens 13 or older,5636.0,5819,6582,5,293,3399,141,114,2635,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,660.0
8941,Arad Senki: Slap Up Party,TV,26,"Studio Mausu, Sotsu Music Publishing",Unknown,Gonzo,Game,PG-13 - Teens 13 or older,4677.0,4201,14658,34,1213,5875,1139,1772,4659,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1500.0
8942,Full Metal Panic! Invisible Victory Intermission,Special,2,Unknown,Unknown,Xebec,Light novel,R - 17+ (violence & profanity),7381.0,6719,4548,3,198,2300,96,125,1829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1440.0
8943,Mermaid's Scar,OVA,1,Unknown,Unknown,Madhouse,Manga,R - 17+ (violence & profanity),4377.0,5904,6291,7,122,3524,96,60,2489,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,2700.0
8944,Screw,Movie,1,Unknown,Unknown,Unknown,Original,G - All Ages,11854.0,15249,178,0,1,146,1,9,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,120.0
8945,Han Hua Ri Ji,ONA,12,bilibili,Unknown,L²Studio,Original,PG-13 - Teens 13 or older,4249.0,10172,1127,3,141,287,43,96,560,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2019,840.0
8946,Time Slip 1923: Mori no Miracle Jishin Taiken,OVA,1,Unknown,Unknown,Unknown,Original,G - All Ages,12505.0,17412,48,0,1,10,2,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,900.0
8947,Elf 17,OVA,1,Toei Video,Unknown,Agent 21,Manga,PG-13 - Teens 13 or older,9493.0,9501,1527,1,54,827,34,34,578,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,1800.0
8948,Francesca,TV,24,"Pony Canyon, Bandai Namco Games, Daiichikosho, HeART-BIT, Hokkaido Azmacy, Hokkaido Cultural Broadcasting, Teichiku Entertainment, Amuse",Unknown,Telecom Animation Film,Original,PG-13 - Teens 13 or older,9703.0,5186,8628,6,801,1384,792,1800,3851,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,660.0
8949,Rita to Nantoka,TV,26,Unknown,Unknown,Nippon Animation,Picture book,G - All Ages,11709.0,12407,445,0,25,104,18,66,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2010,300.0
8950,Nintama Rantarou,TV,Unknown,NHK,Unknown,Ajia-Do,Manga,G - All Ages,3517.0,6359,5279,67,1438,1,823,1209,1808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,600.0
8951,Original Eigakan Manner Eizou,Special,1,Unknown,Unknown,Unknown,Original,PG-13 - Teens 13 or older,11380.0,16554,112,0,1,77,0,16,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,120.0
8952,Carnival Phantasm: Illya-jou,Special,1,Notes,Unknown,Lerche,Visual novel,PG - Children,3916.0,2961,30187,10,299,25641,207,153,3887,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,480.0
8953,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,Movie,4,Shochiku,Unknown,Production I.G,Novel,R - 17+ (violence & profanity),572.0,3851,17836,26,619,9687,209,117,7204,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019,1500.0
8954,Saitama Bousou Saizensen Flag! Shinimonogurui no Seishun!!,OVA,1,Unknown,Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,11781.0,15279,177,0,12,48,3,30,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1994,2700.0
8955,Whistle!,TV,39,Marvelous,Unknown,Studio Comet,Manga,G - All Ages,1939.0,4545,12063,73,542,7300,498,603,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2002,1440.0
8956,FLCL,OVA,6,"Starchild Records, GANSIS","Funimation, Synch-Point","Gainax, Production I.G",Original,PG-13 - Teens 13 or older,505.0,171,610114,23432,21496,409775,15250,13319,150274,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1500.0
8957,Ziggy: Soreyuke! R&R Band,Movie,1,Unknown,Unknown,Studio Deen,Unknown,PG-13 - Teens 13 or older,9198.0,12170,492,0,23,190,11,42,226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,4200.0
8958,Macross XX,Special,1,Unknown,Unknown,Gonzo,Original,PG-13 - Teens 13 or older,9803.0,8219,2561,2,62,1340,51,72,1036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,120.0
8959,Teekyuu 4,TV,12,"DAX Production, Earth Star Entertainment",Unknown,Millepensee,Manga,PG-13 - Teens 13 or older,4739.0,3794,18283,18,490,14086,252,231,3224,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2015,120.0
8960,Aoi Bungaku Series,TV,12,"Movic, Happinet Pictures, RAY",Unknown,Madhouse,Novel,R - 17+ (violence & profanity),936.0,885,168859,1376,10668,57772,8972,7439,84008,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,1380.0
8961,Amakano,OVA,4,Mary Jane,Unknown,Unknown,Visual novel,Rx - Hentai,Unknown,4681,11351,80,1480,5690,649,493,3039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,840.0
8962,Asobi Asobase Specials,Special,2,Unknown,Unknown,Lerche,Manga,PG-13 - Teens 13 or older,1306.0,3079,28358,10,431,21649,182,94,6002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,360.0
8963,Imokawa Mukuzo: Genkanban no Maki,Movie,1,Unknown,Unknown,Unknown,Original,G - All Ages,9981.0,11543,639,2,26,334,18,89,172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,300.0
8964,Youkai Watch ♪,TV,Unknown,Unknown,Unknown,Unknown,Game,G - All Ages,Unknown,15988,143,2,0,0,0,0,143,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,
8965,Final Fantasy: The Spirits Within,Movie,1,Sony Music Entertainment,Unknown,Square Enix,Game,PG-13 - Teens 13 or older,6559.0,1886,65324,57,277,61411,156,285,3195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,6000.0
8966,LolitA☆Strawberry in Summer,Music,1,Unknown,Unknown,Unknown,Unknown,G - All Ages,10283.0,12835,371,1,12,247,3,21,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,360.0
8967,To LOVE-Ru,TV,26,"Geneon Universal Entertainment, TBS, Shueisha",Sentai Filmworks,Xebec,Manga,R+ - Mild Nudity,3337.0,245,483606,3840,25729,317483,17579,26986,95829,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,1440.0
8968,Gifuu Doudou!!: Kanetsugu to Keiji,TV,25,North Stars Pictures,Unknown,Studio Deen,Manga,R - 17+ (violence & profanity),5991.0,5644,7089,15,553,2127,486,1721,2202,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1440.0
8969,Biohazard: Vendetta,Movie,1,Unknown,Unknown,Marza Animation Planet,Game,R - 17+ (violence & profanity),3380.0,4151,15020,38,211,10218,95,108,4388,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,5760.0
8970,Princess Tutu Recaps,Special,3,Unknown,ADV Films,Hal Film Maker,Original,PG-13 - Teens 13 or older,5409.0,6349,5259,9,94,3345,94,97,1629,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,660.0
8971,Get Up! Get Live! #Geragera,TV,10,Unknown,Unknown,Spell Bound,Other,Unknown,14113.0,10995,790,4,48,87,17,91,547,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2020,60.0
8972,Jack Nicholson,Music,1,Space Shower Music,Unknown,Unknown,Original,PG-13 - Teens 13 or older,14654.0,15939,142,0,4,109,0,8,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,240.0
8973,Castle Fantasia: Seima Taisen,OVA,3,Milky Animation Label,Unknown,Studio Jam,Visual novel,Rx - Hentai,Unknown,9021,1863,1,159,737,90,114,763,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,1800.0
8974,Kore wa Zombie Desu ka? OVA,OVA,2,Unknown,Funimation,Studio Deen,Light novel,PG-13 - Teens 13 or older,1828.0,1247,116101,76,3477,94008,1869,842,15905,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,1500.0
8975,Deadman Wonderland: Akai Knife Tsukai,OVA,1,Unknown,Funimation,Manglobe,Manga,R - 17+ (violence & profanity),3697.0,1242,117178,81,1022,97803,665,457,17231,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,1620.0
8976,Kyojinzoku no Hanayome,TV,9,Unknown,Unknown,Studio Hokiboshi,Manga,R+ - Mild Nudity,10345.0,3956,16850,146,2447,6752,365,1349,5937,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020,360.0
8977,L'Œil du cyclone,Music,1,Unknown,Unknown,Unknown,Original,G - All Ages,8116.0,12034,519,1,9,417,5,16,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,240.0
8978,Ginga Hyouryuu Vifam,TV,46,Unknown,Unknown,Sunrise,Original,G - All Ages,3085.0,7820,2987,17,173,662,146,125,1881,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1983,1500.0
8979,Sex Pistols,OVA,2,Frontier Works,Unknown,Unknown,Manga,R+ - Mild Nudity,Unknown,3204,26167,103,974,20715,377,430,3671,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2010,1800.0
8980,Cinnamon the Movie,Movie,1,Sanrio,Unknown,Madhouse,Unknown,G - All Ages,7408.0,9821,1343,4,40,575,18,46,664,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,2700.0
8981,Sunohara-sou no Kanrinin-san,TV,12,"Sotsu, flying DOG, Ichijinsha",Unknown,SILVER LINK.,4-koma manga,PG-13 - Teens 13 or older,4208.0,1439,96351,311,8794,43979,2856,5770,34952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018,1380.0
8982,Jakusansei Million Arthur Specials,Special,3,Square Enix,Unknown,Gathering,Web manga,PG-13 - Teens 13 or older,9180.0,11779,576,0,34,221,15,59,247,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,60.0
8983,Tantei Gakuen Q,TV,45,"Group TAC, Kodansha",Unknown,Studio Pierrot,Manga,PG-13 - Teens 13 or older,906.0,3072,28305,238,1325,14895,1563,1186,9336,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2003,1500.0
8984,Ane Koi: Suki Kirai Daisuki.,OVA,2,Pashmina,Unknown,Unknown,Manga,Rx - Hentai,Unknown,4999,9582,61,864,5916,413,337,2052,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1560.0
8985,Uragiri wa Boku no Namae wo Shitteiru,TV,24,Unknown,Funimation,J.C.Staff,Manga,R - 17+ (violence & profanity),2550.0,1622,82844,1030,5730,39669,4285,5599,27561,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,1380.0
8986,Street Fighter Alpha: Generations,Movie,1,Unknown,Manga Entertainment,APPP,Game,PG-13 - Teens 13 or older,5934.0,4547,12032,21,138,10091,70,83,1650,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2005,2520.0
8987,Ai Yori Aoshi: Enishi,TV,12,"Geneon Universal Entertainment, Rondo Robe, Movic, Cosmic Ray","Funimation, Geneon Entertainment USA",J.C.Staff,Manga,PG-13 - Teens 13 or older,2938.0,2223,51522,88,1157,39986,1082,1115,8182,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2003,1380.0
8988,Chibi☆Devi!,TV,75,"Shogakukan-Shueisha Productions, Half H.P Studio",Unknown,SynergySP,Manga,PG - Children,4633.0,4466,12646,51,1727,4373,1242,2066,3238,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,300.0
8989,Kozaru no Buranko,Movie,1,Gakken,Unknown,Unknown,Picture book,G - All Ages,15177.0,14461,226,0,9,114,2,44,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959,660.0
8990,Oyayubi Hime Monogatari,TV,26,"Enoki Films, Meruhensha",Unknown,Unknown,Book,G - All Ages,5025.0,9851,1315,6,53,632,47,83,500,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,1440.0
8991,Blue Remains,Movie,1,GAGA,Unknown,Unknown,Original,PG-13 - Teens 13 or older,10538.0,11194,737,0,39,249,16,56,377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,4620.0
8992,Chichi to Ko,Special,1,Gakken,Unknown,Unknown,Unknown,G - All Ages,13621.0,15866,144,0,4,50,6,30,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,1260.0
8993,Kitte no Nai Okurimono,Music,1,NHK,Unknown,Unknown,Music,G - All Ages,10406.0,12706,393,0,6,286,3,28,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,120.0
8994,Birthday Wonderland,Movie,1,"Aniplex, Dentsu, Fuji TV, Warner Bros. Japan",Eleven Arts,Signal.MD,Book,PG-13 - Teens 13 or older,5795.0,4432,12860,12,371,3839,175,159,8316,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6900.0
8995,Utsukushii,Music,1,Unknown,Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,10691.0,14090,255,0,6,176,1,27,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,360.0
8996,"Wei, Kanjian Erduo La! 2",ONA,12,"bilibili, Alchemy Bros.",Unknown,monofilmo,Web manga,PG-13 - Teens 13 or older,1918.0,5899,6319,26,390,4242,126,95,1466,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2019,180.0
8997,Tsuki ga Noboru made ni,OVA,1,"OB Planning, Grouper Productions",Unknown,Unknown,Other,G - All Ages,6500.0,10838,843,0,32,356,21,34,400,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,2400.0
8998,High School Fleet,TV,12,"Aniplex, Half H.P Studio, Asmik Ace, Graphinica, BS11, Contents Seed, Cromea, Akatsuki",Aniplex of America,Production IMS,Original,PG-13 - Teens 13 or older,2356.0,1580,85720,708,5403,43350,2734,4414,29819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1440.0
8999,Heisei Matsue Kaidan: Ayashi,ONA,2,Unknown,Unknown,DLE,Original,G - All Ages,14333.0,13800,274,0,36,51,9,58,120,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,540.0
9000,Victorian Maid Maria no Houshi,OVA,1,Toranoana,Unknown,Jumondo,Original,Rx - Hentai,Unknown,5315,8179,148,464,5686,257,218,1554,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1440.0
9001,Cello Hiki no Gauche (1982),Movie,1,Studio Ghibli,Unknown,Oh! Production,Book,G - All Ages,3917.0,4548,11974,19,191,5698,161,128,5796,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,3780.0
9002,Meisou-Ou Border,OVA,1,Unknown,Unknown,Artland,Manga,PG-13 - Teens 13 or older,9528.0,11733,592,0,21,264,11,34,262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,2580.0
9003,Hetalia Axis Powers Fan Disc,OVA,1,Frontier Works,Funimation,Studio Deen,Web manga,PG-13 - Teens 13 or older,2602.0,4564,11886,32,233,7157,176,162,4158,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,600.0
9004,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,TV,26,"VAP, Nippon Television Network",Unknown,Madhouse,Manga,R - 17+ (violence & profanity),629.0,1631,81739,1041,4061,42335,3591,2609,29143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,1380.0
9005,Hikaru Genji: Taiyou ga Ippai,Music,1,Unknown,Unknown,Unknown,Music,G - All Ages,10275.0,14612,217,0,4,159,1,20,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,300.0
9006,Koukou Tekken-den Tough,OVA,3,AIC,Central Park Media,Unknown,Manga,R - 17+ (violence & profanity),3753.0,7317,3681,19,167,1820,88,88,1518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002,2700.0
9007,Full Metal Panic! The Second Raid,TV,13,"Kadokawa Shoten, Happinet Pictures","ADV Films, Funimation, Kadokawa Pictures USA",Kyoto Animation,Light novel,R - 17+ (violence & profanity),579.0,639,227927,1358,4667,177524,3840,2271,39625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1440.0
9008,"Kanojo, Okarishimasu",TV,12,"Mainichi Broadcasting System, Kodansha, DMM pictures, DMM Music",Unknown,TMS Entertainment,Manga,PG-13 - Teens 13 or older,2025.0,291,442452,5622,54040,289037,8145,15709,75521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020,1440.0
9009,Kick no Oni,TV,26,Unknown,Unknown,Toei Animation,Unknown,Unknown,6768.0,11369,678,2,35,182,31,102,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1970,1500.0
